cx,cy,cz,count,density,i,j,k
-0.240367,-0.325872,0.104358,293,2.34400000e+06,4,12,9
-0.240367,-0.325872,0.154358,48,3.84000000e+05,4,12,10
-0.240367,-0.275872,-0.245642,51,4.08000000e+05,4,13,2
-0.240367,-0.275872,-0.195642,672,5.37600000e+06,4,13,3
-0.240367,-0.275872,-0.145642,423,3.38400000e+06,4,13,4
-0.240367,-0.275872,-0.095642,70,5.60000000e+05,4,13,5
-0.240367,-0.275872,0.054358,12,9.60000000e+04,4,13,8
-0.240367,-0.275872,0.104358,398,3.18400000e+06,4,13,9
-0.240367,-0.275872,0.154358,207,1.65600000e+06,4,13,10
-0.240367,-0.225872,-0.245642,23,1.84000000e+05,4,14,2
-0.240367,-0.225872,-0.195642,317,2.53600000e+06,4,14,3
-0.240367,-0.225872,-0.145642,470,3.76000000e+06,4,14,4
-0.240367,-0.225872,-0.095642,856,6.84800000e+06,4,14,5
-0.240367,-0.225872,-0.045642,134,1.07200000e+06,4,14,6
-0.240367,-0.225872,0.004358,40,3.20000000e+05,4,14,7
-0.240367,-0.225872,0.054358,886,7.08800000e+06,4,14,8
-0.240367,-0.225872,0.104358,845,6.76000000e+06,4,14,9
-0.240367,-0.225872,0.154358,736,5.88800000e+06,4,14,10
-0.240367,-0.225872,0.204358,10,8.00000000e+04,4,14,11
-0.240367,-0.175872,-0.195642,228,1.82400000e+06,4,15,3
-0.240367,-0.175872,-0.145642,459,3.67200000e+06,4,15,4
-0.240367,-0.175872,-0.095642,433,3.46400000e+06,4,15,5
-0.240367,-0.175872,-0.045642,635,5.08000000e+06,4,15,6
-0.240367,-0.175872,0.004358,915,7.32000000e+06,4,15,7
-0.240367,-0.175872,0.054358,1330,1.06400000e+07,4,15,8
-0.240367,-0.175872,0.104358,1347,1.07760000e+07,4,15,9
-0.240367,-0.175872,0.154358,1043,8.34400000e+06,4,15,10
-0.240367,-0.175872,0.204358,198,1.58400000e+06,4,15,11
-0.240367,-0.125872,-0.195642,378,3.02400000e+06,4,16,3
-0.240367,-0.125872,-0.145642,72,5.76000000e+05,4,16,4
-0.240367,-0.125872,0.104358,6,4.80000000e+04,4,16,9
-0.240367,-0.125872,0.154358,155,1.24000000e+06,4,16,10
-0.240367,-0.125872,0.204358,743,5.94400000e+06,4,16,11
-0.240367,-0.125872,0.254358,61,4.88000000e+05,4,16,12
-0.240367,-0.075872,-0.345642,22,1.76000000e+05,4,17,0
-0.240367,-0.075872,-0.195642,12,9.60000000e+04,4,17,3
-0.240367,-0.075872,-0.145642,480,3.84000000e+06,4,17,4
-0.240367,-0.075872,0.204358,134,1.07200000e+06,4,17,11
-0.240367,-0.075872,0.254358,546,4.36800000e+06,4,17,12
-0.240367,-0.025872,-0.345642,368,2.94400000e+06,4,18,0
-0.240367,-0.025872,-0.295642,146,1.16800000e+06,4,18,1
-0.240367,-0.025872,-0.145642,467,3.73600000e+06,4,18,4
-0.240367,-0.025872,0.004358,4,3.20000000e+04,4,18,7
-0.240367,-0.025872,0.054358,69,5.52000000e+05,4,18,8
-0.240367,-0.025872,0.104358,3,2.40000000e+04,4,18,9
-0.240367,-0.025872,0.254358,239,1.91200000e+06,4,18,12
-0.240367,-0.025872,0.304358,144,1.15200000e+06,4,18,13
-0.240367,0.024128,-0.345642,396,3.16800000e+06,4,19,0
-0.240367,0.024128,-0.295642,273,2.18400000e+06,4,19,1
-0.240367,0.024128,-0.245642,3,2.40000000e+04,4,19,2
-0.240367,0.024128,-0.145642,356,2.84800000e+06,4,19,4
-0.240367,0.024128,-0.045642,1,8.00000000e+03,4,19,6
-0.240367,0.024128,0.004358,91,7.28000000e+05,4,19,7
-0.240367,0.024128,0.054358,173,1.38400000e+06,4,19,8
-0.240367,0.024128,0.104358,55,4.40000000e+05,4,19,9
-0.240367,0.024128,0.254358,237,1.89600000e+06,4,19,12
-0.240367,0.024128,0.304358,266,2.12800000e+06,4,19,13
-0.240367,0.074128,-0.345642,66,5.28000000e+05,4,20,0
-0.240367,0.074128,-0.295642,267,2.13600000e+06,4,20,1
-0.240367,0.074128,-0.245642,70,5.60000000e+05,4,20,2
-0.240367,0.074128,-0.145642,348,2.78400000e+06,4,20,4
-0.240367,0.074128,-0.045642,118,9.44000000e+05,4,20,6
-0.240367,0.074128,0.004358,106,8.48000000e+05,4,20,7
-0.240367,0.074128,0.054358,19,1.52000000e+05,4,20,8
-0.240367,0.074128,0.104358,202,1.61600000e+06,4,20,9
-0.240367,0.074128,0.254358,69,5.52000000e+05,4,20,12
-0.240367,0.074128,0.304358,322,2.57600000e+06,4,20,13
-0.240367,0.074128,0.354358,40,3.20000000e+05,4,20,14
-0.240367,0.124128,-0.295642,34,2.72000000e+05,4,21,1
-0.240367,0.124128,-0.245642,178,1.42400000e+06,4,21,2
-0.240367,0.124128,-0.195642,48,3.84000000e+05,4,21,3
-0.240367,0.124128,-0.145642,384,3.07200000e+06,4,21,4
-0.240367,0.124128,-0.095642,140,1.12000000e+06,4,21,5
-0.240367,0.124128,-0.045642,220,1.76000000e+06,4,21,6
-0.240367,0.124128,0.004358,199,1.59200000e+06,4,21,7
-0.240367,0.124128,0.054358,340,2.72000000e+06,4,21,8
-0.240367,0.124128,0.104358,506,4.04800000e+06,4,21,9
-0.240367,0.124128,0.154358,104,8.32000000e+05,4,21,10
-0.240367,0.124128,0.304358,165,1.32000000e+06,4,21,13
-0.240367,0.124128,0.354358,140,1.12000000e+06,4,21,14
-0.240367,0.174128,-0.245642,54,4.32000000e+05,4,22,2
-0.240367,0.174128,-0.195642,223,1.78400000e+06,4,22,3
-0.240367,0.174128,-0.145642,513,4.10400000e+06,4,22,4
-0.240367,0.174128,-0.095642,335,2.68000000e+06,4,22,5
-0.240367,0.174128,-0.045642,132,1.05600000e+06,4,22,6
-0.240367,0.174128,0.004358,70,5.60000000e+05,4,22,7
-0.240367,0.174128,0.054358,98,7.84000000e+05,4,22,8
-0.240367,0.174128,0.104358,161,1.28800000e+06,4,22,9
-0.240367,0.174128,0.154358,575,4.60000000e+06,4,22,10
-0.240367,0.174128,0.204358,19,1.52000000e+05,4,22,11
-0.240367,0.174128,0.304358,346,2.76800000e+06,4,22,13
-0.240367,0.174128,0.354358,40,3.20000000e+05,4,22,14
-0.240367,0.224128,-0.195642,372,2.97600000e+06,4,23,3
-0.240367,0.224128,-0.145642,508,4.06400000e+06,4,23,4
-0.240367,0.224128,-0.095642,121,9.68000000e+05,4,23,5
-0.240367,0.224128,0.154358,511,4.08800000e+06,4,23,10
-0.240367,0.224128,0.204358,269,2.15200000e+06,4,23,11
-0.240367,0.224128,0.254358,25,2.00000000e+05,4,23,12
-0.240367,0.224128,0.304358,327,2.61600000e+06,4,23,13
-0.240367,0.224128,0.354358,75,6.00000000e+05,4,23,14
-0.240367,0.274128,-0.195642,20,1.60000000e+05,4,24,3
-0.240367,0.274128,-0.145642,428,3.42400000e+06,4,24,4
-0.240367,0.274128,-0.095642,199,1.59200000e+06,4,24,5
-0.240367,0.274128,0.154358,709,5.67200000e+06,4,24,10
-0.240367,0.274128,0.204358,614,4.91200000e+06,4,24,11
-0.240367,0.274128,0.254358,241,1.92800000e+06,4,24,12
-0.240367,0.274128,0.304358,203,1.62400000e+06,4,24,13
-0.240367,0.274128,0.354358,9,7.20000000e+04,4,24,14
-0.240367,0.324128,-0.145642,2,1.60000000e+04,4,25,4
-0.240367,0.324128,-0.095642,315,2.52000000e+06,4,25,5
-0.240367,0.324128,-0.045642,329,2.63200000e+06,4,25,6
-0.240367,0.324128,0.104358,409,3.27200000e+06,4,25,9
-0.240367,0.324128,0.154358,496,3.96800000e+06,4,25,10
-0.240367,0.324128,0.204358,29,2.32000000e+05,4,25,11
-0.240367,0.324128,0.254358,62,4.96000000e+05,4,25,12
-0.240367,0.374128,-0.045642,101,8.08000000e+05,4,26,6
-0.240367,0.374128,0.004358,428,3.42400000e+06,4,26,7
-0.240367,0.374128,0.054358,459,3.67200000e+06,4,26,8
-0.240367,0.374128,0.104358,183,1.46400000e+06,4,26,9
-0.190367,-0.725872,-0.295642,14,1.12000000e+05,5,4,1
-0.190367,-0.725872,-0.245642,37,2.96000000e+05,5,4,2
-0.190367,-0.675872,-0.295642,112,8.96000000e+05,5,5,1
-0.190367,-0.675872,-0.245642,152,1.21600000e+06,5,5,2
-0.190367,-0.625872,-0.295642,153,1.22400000e+06,5,6,1
-0.190367,-0.625872,-0.245642,305,2.44000000e+06,5,6,2
-0.190367,-0.625872,-0.195642,4,3.20000000e+04,5,6,3
-0.190367,-0.625872,-0.145642,39,3.12000000e+05,5,6,4
-0.190367,-0.625872,-0.095642,41,3.28000000e+05,5,6,5
-0.190367,-0.625872,-0.045642,4,3.20000000e+04,5,6,6
-0.190367,-0.575872,-0.295642,51,4.08000000e+05,5,7,1
-0.190367,-0.575872,-0.245642,333,2.66400000e+06,5,7,2
-0.190367,-0.575872,-0.195642,261,2.08800000e+06,5,7,3
-0.190367,-0.575872,-0.145642,210,1.68000000e+06,5,7,4
-0.190367,-0.575872,-0.095642,326,2.60800000e+06,5,7,5
-0.190367,-0.575872,-0.045642,244,1.95200000e+06,5,7,6
-0.190367,-0.575872,0.004358,21,1.68000000e+05,5,7,7
-0.190367,-0.525872,-0.245642,315,2.52000000e+06,5,8,2
-0.190367,-0.525872,-0.195642,329,2.63200000e+06,5,8,3
-0.190367,-0.525872,-0.145642,353,2.82400000e+06,5,8,4
-0.190367,-0.525872,-0.095642,252,2.01600000e+06,5,8,5
-0.190367,-0.525872,-0.045642,147,1.17600000e+06,5,8,6
-0.190367,-0.525872,0.004358,161,1.28800000e+06,5,8,7
-0.190367,-0.475872,-0.245642,437,3.49600000e+06,5,9,2
-0.190367,-0.475872,-0.195642,60,4.80000000e+05,5,9,3
-0.190367,-0.475872,-0.145642,156,1.24800000e+06,5,9,4
-0.190367,-0.475872,-0.095642,364,2.91200000e+06,5,9,5
-0.190367,-0.475872,-0.045642,1,8.00000000e+03,5,9,6
-0.190367,-0.475872,0.004358,362,2.89600000e+06,5,9,7
-0.190367,-0.475872,0.054358,45,3.60000000e+05,5,9,8
-0.190367,-0.425872,-0.245642,451,3.60800000e+06,5,10,2
-0.190367,-0.425872,-0.195642,48,3.84000000e+05,5,10,3
-0.190367,-0.425872,-0.145642,175,1.40000000e+06,5,10,4
-0.190367,-0.425872,-0.095642,128,1.02400000e+06,5,10,5
-0.190367,-0.425872,0.004358,73,5.84000000e+05,5,10,7
-0.190367,-0.425872,0.054358,587,4.69600000e+06,5,10,8
-0.190367,-0.425872,0.104358,41,3.28000000e+05,5,10,9
-0.190367,-0.425872,0.304358,16,1.28000000e+05,5,10,13
-0.190367,-0.425872,0.354358,73,5.84000000e+05,5,10,14
-0.190367,-0.375872,-0.245642,481,3.84800000e+06,5,11,2
-0.190367,-0.375872,-0.195642,153,1.22400000e+06,5,11,3
-0.190367,-0.375872,-0.145642,24,1.92000000e+05,5,11,4
-0.190367,-0.375872,-0.095642,41,3.28000000e+05,5,11,5
-0.190367,-0.375872,-0.045642,44,3.52000000e+05,5,11,6
-0.190367,-0.375872,0.054358,241,1.92800000e+06,5,11,8
-0.190367,-0.375872,0.104358,411,3.28800000e+06,5,11,9
-0.190367,-0.375872,0.154358,59,4.72000000e+05,5,11,10
-0.190367,-0.375872,0.304358,129,1.03200000e+06,5,11,13
-0.190367,-0.375872,0.354358,25,2.00000000e+05,5,11,14
-0.190367,-0.325872,-0.245642,486,3.88800000e+06,5,12,2
-0.190367,-0.325872,-0.195642,197,1.57600000e+06,5,12,3
-0.190367,-0.325872,-0.145642,12,9.60000000e+04,5,12,4
-0.190367,-0.325872,-0.095642,10,8.00000000e+04,5,12,5
-0.190367,-0.325872,-0.045642,63,5.04000000e+05,5,12,6
-0.190367,-0.325872,0.104358,49,3.92000000e+05,5,12,9
-0.190367,-0.325872,0.154358,323,2.58400000e+06,5,12,10
-0.190367,-0.325872,0.204358,69,5.52000000e+05,5,12,11
-0.190367,-0.275872,-0.245642,571,4.56800000e+06,5,13,2
-0.190367,-0.275872,-0.195642,134,1.07200000e+06,5,13,3
-0.190367,-0.275872,-0.145642,267,2.13600000e+06,5,13,4
-0.190367,-0.275872,-0.095642,173,1.38400000e+06,5,13,5
-0.190367,-0.275872,-0.045642,55,4.40000000e+05,5,13,6
-0.190367,-0.275872,0.154358,514,4.11200000e+06,5,13,10
-0.190367,-0.275872,0.204358,187,1.49600000e+06,5,13,11
-0.190367,-0.225872,-0.245642,130,1.04000000e+06,5,14,2
-0.190367,-0.225872,-0.195642,370,2.96000000e+06,5,14,3
-0.190367,-0.225872,0.154358,227,1.81600000e+06,5,14,10
-0.190367,-0.225872,0.204358,870,6.96000000e+06,5,14,11
-0.190367,-0.225872,0.254358,57,4.56000000e+05,5,14,12
-0.190367,-0.175872,-0.195642,475,3.80000000e+06,5,15,3
-0.190367,-0.175872,-0.145642,24,1.92000000e+05,5,15,4
-0.190367,-0.175872,0.154358,705,5.64000000e+06,5,15,10
-0.190367,-0.175872,0.204358,830,6.64000000e+06,5,15,11
-0.190367,-0.175872,0.254358,184,1.47200000e+06,5,15,12
-0.190367,-0.125872,-0.195642,359,2.87200000e+06,5,16,3
-0.190367,-0.125872,-0.145642,2,1.60000000e+04,5,16,4
-0.190367,-0.125872,0.204358,182,1.45600000e+06,5,16,11
-0.190367,-0.125872,0.254358,721,5.76800000e+06,5,16,12
-0.190367,-0.125872,0.304358,25,2.00000000e+05,5,16,13
-0.190367,-0.075872,-0.345642,83,6.64000000e+05,5,17,0
-0.190367,-0.075872,-0.195642,211,1.68800000e+06,5,17,3
-0.190367,-0.075872,-0.145642,98,7.84000000e+05,5,17,4
-0.190367,-0.075872,-0.045642,3,2.40000000e+04,5,17,6
-0.190367,-0.075872,0.004358,49,3.92000000e+05,5,17,7
-0.190367,-0.075872,0.054358,54,4.32000000e+05,5,17,8
-0.190367,-0.075872,0.254358,754,6.03200000e+06,5,17,12
-0.190367,-0.075872,0.304358,149,1.19200000e+06,5,17,13
-0.190367,-0.025872,-0.345642,238,1.90400000e+06,5,18,0
-0.190367,-0.025872,-0.195642,128,1.02400000e+06,5,18,3
-0.190367,-0.025872,-0.145642,163,1.30400000e+06,5,18,4
-0.190367,-0.025872,-0.045642,33,2.64000000e+05,5,18,6
-0.190367,-0.025872,0.004358,47,3.76000000e+05,5,18,7
-0.190367,-0.025872,0.054358,111,8.88000000e+05,5,18,8
-0.190367,-0.025872,0.104358,87,6.96000000e+05,5,18,9
-0.190367,-0.025872,0.254358,167,1.33600000e+06,5,18,12
-0.190367,-0.025872,0.304358,502,4.01600000e+06,5,18,13
-0.190367,-0.025872,0.354358,8,6.40000000e+04,5,18,14
-0.190367,0.024128,-0.345642,15,1.20000000e+05,5,19,0
-0.190367,0.024128,-0.195642,64,5.12000000e+05,5,19,3
-0.190367,0.024128,-0.145642,211,1.68800000e+06,5,19,4
-0.190367,0.024128,-0.045642,61,4.88000000e+05,5,19,6
-0.190367,0.024128,0.004358,17,1.36000000e+05,5,19,7
-0.190367,0.024128,0.104358,83,6.64000000e+05,5,19,9
-0.190367,0.024128,0.304358,169,1.35200000e+06,5,19,13
-0.190367,0.024128,0.354358,175,1.40000000e+06,5,19,14
-0.190367,0.074128,-0.195642,68,5.44000000e+05,5,20,3
-0.190367,0.074128,-0.145642,217,1.73600000e+06,5,20,4
-0.190367,0.074128,-0.045642,148,1.18400000e+06,5,20,6
-0.190367,0.074128,0.104358,107,8.56000000e+05,5,20,9
-0.190367,0.074128,0.154358,13,1.04000000e+05,5,20,10
-0.190367,0.074128,0.304358,90,7.20000000e+05,5,20,13
-0.190367,0.074128,0.354358,258,2.06400000e+06,5,20,14
-0.190367,0.124128,-0.195642,41,3.28000000e+05,5,21,3
-0.190367,0.124128,-0.145642,282,2.25600000e+06,5,21,4
-0.190367,0.124128,-0.045642,102,8.16000000e+05,5,21,6
-0.190367,0.124128,0.004358,132,1.05600000e+06,5,21,7
-0.190367,0.124128,0.054358,250,2.00000000e+06,5,21,8
-0.190367,0.124128,0.104358,249,1.99200000e+06,5,21,9
-0.190367,0.124128,0.154358,177,1.41600000e+06,5,21,10
-0.190367,0.124128,0.354358,274,2.19200000e+06,5,21,14
-0.190367,0.124128,0.404358,66,5.28000000e+05,5,21,15
-0.190367,0.124128,0.454358,231,1.84800000e+06,5,21,16
-0.190367,0.174128,-0.195642,212,1.69600000e+06,5,22,3
-0.190367,0.174128,-0.145642,48,3.84000000e+05,5,22,4
-0.190367,0.174128,-0.095642,91,7.28000000e+05,5,22,5
-0.190367,0.174128,-0.045642,419,3.35200000e+06,5,22,6
-0.190367,0.174128,0.004358,232,1.85600000e+06,5,22,7
-0.190367,0.174128,0.054358,377,3.01600000e+06,5,22,8
-0.190367,0.174128,0.104358,389,3.11200000e+06,5,22,9
-0.190367,0.174128,0.154358,560,4.48000000e+06,5,22,10
-0.190367,0.174128,0.204358,64,5.12000000e+05,5,22,11
-0.190367,0.174128,0.304358,50,4.00000000e+05,5,22,13
-0.190367,0.174128,0.354358,273,2.18400000e+06,5,22,14
-0.190367,0.224128,-0.195642,287,2.29600000e+06,5,23,3
-0.190367,0.224128,-0.145642,27,2.16000000e+05,5,23,4
-0.190367,0.224128,-0.095642,404,3.23200000e+06,5,23,5
-0.190367,0.224128,-0.045642,345,2.76000000e+06,5,23,6
-0.190367,0.224128,0.004358,383,3.06400000e+06,5,23,7
-0.190367,0.224128,0.054358,422,3.37600000e+06,5,23,8
-0.190367,0.224128,0.104358,370,2.96000000e+06,5,23,9
-0.190367,0.224128,0.154358,420,3.36000000e+06,5,23,10
-0.190367,0.224128,0.204358,268,2.14400000e+06,5,23,11
-0.190367,0.224128,0.304358,22,1.76000000e+05,5,23,13
-0.190367,0.224128,0.354358,438,3.50400000e+06,5,23,14
-0.190367,0.224128,0.404358,1,8.00000000e+03,5,23,15
-0.190367,0.274128,-0.195642,416,3.32800000e+06,5,24,3
-0.190367,0.274128,-0.145642,315,2.52000000e+06,5,24,4
-0.190367,0.274128,-0.095642,494,3.95200000e+06,5,24,5
-0.190367,0.274128,-0.045642,300,2.40000000e+06,5,24,6
-0.190367,0.274128,0.004358,170,1.36000000e+06,5,24,7
-0.190367,0.274128,0.054358,59,4.72000000e+05,5,24,8
-0.190367,0.274128,0.104358,145,1.16000000e+06,5,24,9
-0.190367,0.274128,0.154358,398,3.18400000e+06,5,24,10
-0.190367,0.274128,0.204358,514,4.11200000e+06,5,24,11
-0.190367,0.274128,0.254358,2,1.60000000e+04,5,24,12
-0.190367,0.274128,0.304358,157,1.25600000e+06,5,24,13
-0.190367,0.274128,0.354358,224,1.79200000e+06,5,24,14
-0.190367,0.324128,-0.195642,228,1.82400000e+06,5,25,3
-0.190367,0.324128,-0.145642,299,2.39200000e+06,5,25,4
-0.190367,0.324128,-0.095642,380,3.04000000e+06,5,25,5
-0.190367,0.324128,-0.045642,1006,8.04800000e+06,5,25,6
-0.190367,0.324128,0.004358,634,5.07200000e+06,5,25,7
-0.190367,0.324128,0.054358,424,3.39200000e+06,5,25,8
-0.190367,0.324128,0.104358,661,5.28800000e+06,5,25,9
-0.190367,0.324128,0.154358,711,5.68800000e+06,5,25,10
-0.190367,0.324128,0.204358,139,1.11200000e+06,5,25,11
-0.190367,0.324128,0.254358,290,2.32000000e+06,5,25,12
-0.190367,0.324128,0.304358,212,1.69600000e+06,5,25,13
-0.190367,0.324128,0.354358,59,4.72000000e+05,5,25,14
-0.190367,0.374128,-0.045642,107,8.56000000e+05,5,26,6
-0.190367,0.374128,0.004358,728,5.82400000e+06,5,26,7
-0.190367,0.374128,0.054358,875,7.00000000e+06,5,26,8
-0.190367,0.374128,0.104358,498,3.98400000e+06,5,26,9
-0.190367,0.374128,0.154358,255,2.04000000e+06,5,26,10
-0.190367,0.374128,0.204358,411,3.28800000e+06,5,26,11
-0.190367,0.374128,0.254358,244,1.95200000e+06,5,26,12
-0.190367,0.374128,0.304358,110,8.80000000e+05,5,26,13
-0.190367,0.374128,0.354358,3,2.40000000e+04,5,26,14
-0.190367,0.424128,0.104358,44,3.52000000e+05,5,27,9
-0.190367,0.424128,0.154358,43,3.44000000e+05,5,27,10
-0.140367,-0.625872,-0.245642,18,1.44000000e+05,6,6,2
-0.140367,-0.625872,-0.195642,60,4.80000000e+05,6,6,3
-0.140367,-0.625872,-0.145642,99,7.92000000e+05,6,6,4
-0.140367,-0.625872,-0.095642,335,2.68000000e+06,6,6,5
-0.140367,-0.625872,-0.045642,327,2.61600000e+06,6,6,6
-0.140367,-0.625872,0.004358,9,7.20000000e+04,6,6,7
-0.140367,-0.575872,-0.245642,149,1.19200000e+06,6,7,2
-0.140367,-0.575872,-0.195642,155,1.24000000e+06,6,7,3
-0.140367,-0.575872,-0.145642,321,2.56800000e+06,6,7,4
-0.140367,-0.575872,-0.095642,122,9.76000000e+05,6,7,5
-0.140367,-0.575872,-0.045642,162,1.29600000e+06,6,7,6
-0.140367,-0.575872,0.004358,322,2.57600000e+06,6,7,7
-0.140367,-0.525872,-0.195642,105,8.40000000e+05,6,8,3
-0.140367,-0.525872,-0.145642,400,3.20000000e+06,6,8,4
-0.140367,-0.525872,-0.095642,4,3.20000000e+04,6,8,5
-0.140367,-0.525872,0.004358,372,2.97600000e+06,6,8,7
-0.140367,-0.525872,0.054358,153,1.22400000e+06,6,8,8
-0.140367,-0.475872,-0.245642,62,4.96000000e+05,6,9,2
-0.140367,-0.475872,-0.195642,568,4.54400000e+06,6,9,3
-0.140367,-0.475872,-0.145642,352,2.81600000e+06,6,9,4
-0.140367,-0.475872,-0.095642,37,2.96000000e+05,6,9,5
-0.140367,-0.475872,0.004358,94,7.52000000e+05,6,9,7
-0.140367,-0.475872,0.054358,628,5.02400000e+06,6,9,8
-0.140367,-0.475872,0.104358,1,8.00000000e+03,6,9,9
-0.140367,-0.425872,-0.245642,615,4.92000000e+06,6,10,2
-0.140367,-0.425872,-0.195642,355,2.84000000e+06,6,10,3
-0.140367,-0.425872,-0.145642,32,2.56000000e+05,6,10,4
-0.140367,-0.425872,-0.095642,130,1.04000000e+06,6,10,5
-0.140367,-0.425872,0.054358,223,1.78400000e+06,6,10,8
-0.140367,-0.425872,0.104358,696,5.56800000e+06,6,10,9
-0.140367,-0.425872,0.154358,210,1.68000000e+06,6,10,10
-0.140367,-0.375872,-0.245642,643,5.14400000e+06,6,11,2
-0.140367,-0.375872,-0.195642,137,1.09600000e+06,6,11,3
-0.140367,-0.375872,-0.095642,14,1.12000000e+05,6,11,5
-0.140367,-0.375872,-0.045642,70,5.60000000e+05,6,11,6
-0.140367,-0.375872,0.104358,131,1.04800000e+06,6,11,9
-0.140367,-0.375872,0.154358,517,4.13600000e+06,6,11,10
-0.140367,-0.375872,0.204358,112,8.96000000e+05,6,11,11
-0.140367,-0.375872,0.254358,25,2.00000000e+05,6,11,12
-0.140367,-0.375872,0.304358,403,3.22400000e+06,6,11,13
-0.140367,-0.325872,-0.245642,346,2.76800000e+06,6,12,2
-0.140367,-0.325872,-0.195642,199,1.59200000e+06,6,12,3
-0.140367,-0.325872,-0.145642,36,2.88000000e+05,6,12,4
-0.140367,-0.325872,-0.045642,55,4.40000000e+05,6,12,6
-0.140367,-0.325872,0.154358,3,2.40000000e+04,6,12,10
-0.140367,-0.325872,0.204358,307,2.45600000e+06,6,12,11
-0.140367,-0.325872,0.254358,13,1.04000000e+05,6,12,12
-0.140367,-0.275872,-0.245642,240,1.92000000e+06,6,13,2
-0.140367,-0.275872,-0.195642,90,7.20000000e+05,6,13,3
-0.140367,-0.275872,-0.145642,55,4.40000000e+05,6,13,4
-0.140367,-0.275872,-0.095642,38,3.04000000e+05,6,13,5
-0.140367,-0.275872,-0.045642,131,1.04800000e+06,6,13,6
-0.140367,-0.275872,0.154358,80,6.40000000e+05,6,13,10
-0.140367,-0.275872,0.204358,568,4.54400000e+06,6,13,11
-0.140367,-0.275872,0.254358,275,2.20000000e+06,6,13,12
-0.140367,-0.225872,-0.195642,298,2.38400000e+06,6,14,3
-0.140367,-0.225872,-0.095642,81,6.48000000e+05,6,14,5
-0.140367,-0.225872,-0.045642,50,4.00000000e+05,6,14,6
-0.140367,-0.225872,0.204358,52,4.16000000e+05,6,14,11
-0.140367,-0.225872,0.254358,707,5.65600000e+06,6,14,12
-0.140367,-0.225872,0.304358,17,1.36000000e+05,6,14,13
-0.140367,-0.175872,-0.195642,340,2.72000000e+06,6,15,3
-0.140367,-0.175872,0.204358,212,1.69600000e+06,6,15,11
-0.140367,-0.175872,0.254358,713,5.70400000e+06,6,15,12
-0.140367,-0.175872,0.304358,365,2.92000000e+06,6,15,13
-0.140367,-0.125872,-0.195642,500,4.00000000e+06,6,16,3
-0.140367,-0.125872,-0.045642,13,1.04000000e+05,6,16,6
-0.140367,-0.125872,0.004358,85,6.80000000e+05,6,16,7
-0.140367,-0.125872,0.054358,69,5.52000000e+05,6,16,8
-0.140367,-0.125872,0.104358,13,1.04000000e+05,6,16,9
-0.140367,-0.125872,0.254358,180,1.44000000e+06,6,16,12
-0.140367,-0.125872,0.304358,483,3.86400000e+06,6,16,13
-0.140367,-0.075872,-0.195642,463,3.70400000e+06,6,17,3
-0.140367,-0.075872,-0.045642,107,8.56000000e+05,6,17,6
-0.140367,-0.075872,0.004358,25,2.00000000e+05,6,17,7
-0.140367,-0.075872,0.054358,35,2.80000000e+05,6,17,8
-0.140367,-0.075872,0.104358,79,6.32000000e+05,6,17,9
-0.140367,-0.075872,0.254358,63,5.04000000e+05,6,17,12
-0.140367,-0.075872,0.304358,787,6.29600000e+06,6,17,13
-0.140367,-0.075872,0.354358,16,1.28000000e+05,6,17,14
-0.140367,-0.025872,-0.195642,437,3.49600000e+06,6,18,3
-0.140367,-0.025872,-0.095642,12,9.60000000e+04,6,18,5
-0.140367,-0.025872,-0.045642,48,3.84000000e+05,6,18,6
-0.140367,-0.025872,0.104358,87,6.96000000e+05,6,18,9
-0.140367,-0.025872,0.154358,6,4.80000000e+04,6,18,10
-0.140367,-0.025872,0.304358,451,3.60800000e+06,6,18,13
-0.140367,-0.025872,0.354358,104,8.32000000e+05,6,18,14
-0.140367,0.024128,-0.195642,429,3.43200000e+06,6,19,3
-0.140367,0.024128,-0.095642,19,1.52000000e+05,6,19,5
-0.140367,0.024128,-0.045642,41,3.28000000e+05,6,19,6
-0.140367,0.024128,0.104358,42,3.36000000e+05,6,19,9
-0.140367,0.024128,0.154358,34,2.72000000e+05,6,19,10
-0.140367,0.024128,0.354358,309,2.47200000e+06,6,19,14
-0.140367,0.074128,-0.195642,348,2.78400000e+06,6,20,3
-0.140367,0.074128,-0.095642,10,8.00000000e+04,6,20,5
-0.140367,0.074128,-0.045642,108,8.64000000e+05,6,20,6
-0.140367,0.074128,0.104358,15,1.20000000e+05,6,20,9
-0.140367,0.074128,0.154358,189,1.51200000e+06,6,20,10
-0.140367,0.074128,0.354358,424,3.39200000e+06,6,20,14
-0.140367,0.124128,-0.195642,255,2.04000000e+06,6,21,3
-0.140367,0.124128,-0.045642,103,8.24000000e+05,6,21,6
-0.140367,0.124128,0.004358,2,1.60000000e+04,6,21,7
-0.140367,0.124128,0.054358,48,3.84000000e+05,6,21,8
-0.140367,0.124128,0.104358,88,7.04000000e+05,6,21,9
-0.140367,0.124128,0.154358,242,1.93600000e+06,6,21,10
-0.140367,0.124128,0.204358,33,2.64000000e+05,6,21,11
-0.140367,0.124128,0.304358,272,2.17600000e+06,6,21,13
-0.140367,0.124128,0.354358,476,3.80800000e+06,6,21,14
-0.140367,0.124128,0.404358,302,2.41600000e+06,6,21,15
-0.140367,0.124128,0.454358,26,2.08000000e+05,6,21,16
-0.140367,0.174128,-0.195642,265,2.12000000e+06,6,22,3
